N,replicate,model,strict_mean,soft_mean
100,41,deepseek-v3,0.77,0.9208213
100,41,gemma-2-2b,0.52,0.7802856
100,41,gemma-2-9b,0.57,0.7749643
100,41,llama3.1-405b,0.65,0.864476
100,41,llama3.3-70b,0.73,0.8872141
100,41,mistral-large,0.75,0.9186546
100,41,qwen2.5-72b,0.63,0.80336905
100,42,Llama-3.1-8B,0.51,0.78136903
100,42,Llama-3.2-1B,0.3,0.58191663
100,42,Llama-3.2-3B,0.43,0.69525003
100,42,Qwen2.5-0.5B,0.15,0.38989285
100,42,Qwen2.5-1.5B,0.29,0.57505953
100,42,Qwen2.5-3B,0.4,0.6513452
100,42,Qwen2.5-7B,0.59,0.79759526
100,42,deepseek-v3,0.79,0.9223096
100,42,gemma-2-2b,0.47,0.70946425
100,42,gemma-2-9b,0.56,0.75321424
100,42,llama3.1-405b,0.64,0.8061309
100,42,llama3.3-70b,0.72,0.8896191
100,42,mistral-large,0.71,0.87413096
100,42,qwen2.5-72b,0.6,0.776131
100,43,Llama-3.1-8B,0.68,0.8419287
100,43,Llama-3.2-1B,0.29,0.5824168
100,43,Llama-3.2-3B,0.62,0.830619
100,43,Qwen2.5-0.5B,0.2,0.44147617
100,43,Qwen2.5-1.5B,0.46,0.6463214
100,43,Qwen2.5-3B,0.53,0.74988097
100,43,Qwen2.5-7B,0.62,0.8130357
100,43,deepseek-v3,0.79,0.9288453
100,43,gemma-2-2b,0.54,0.7353571
100,43,gemma-2-9b,0.65,0.79192847
100,43,llama3.1-405b,0.67,0.8653572
100,43,llama3.3-70b,0.72,0.87702394
100,43,mistral-large,0.71,0.89053565
100,43,qwen2.5-72b,0.6,0.79136896
100,44,Llama-3.1-8B,0.62,0.7944524
100,44,Llama-3.2-1B,0.39,0.60241663
100,44,Llama-3.2-3B,0.57,0.76580954
100,44,Qwen2.5-0.5B,0.17,0.41277382
100,44,Qwen2.5-1.5B,0.37,0.5950476
100,44,Qwen2.5-3B,0.53,0.7570239
100,44,Qwen2.5-7B,0.69,0.84669036
100,44,deepseek-v3,0.82,0.937619
100,44,gemma-2-2b,0.58,0.7367143
100,44,gemma-2-9b,0.64,0.7922976
100,44,llama3.1-405b,0.71,0.86047614
100,44,llama3.3-70b,0.74,0.8855476
100,44,mistral-large,0.78,0.91554755
100,44,qwen2.5-72b,0.72,0.8485714
100,45,Llama-3.1-8B,0.57,0.7901786
100,45,Llama-3.2-1B,0.34,0.6138215
100,45,Llama-3.2-3B,0.47,0.71599996
100,45,Qwen2.5-0.5B,0.17,0.43908337
100,45,Qwen2.5-1.5B,0.34,0.6101191
100,45,Qwen2.5-3B,0.46,0.7188095
100,45,Qwen2.5-7B,0.56,0.8007262
100,45,deepseek-v3,0.69,0.8707858
100,45,gemma-2-2b,0.52,0.7463452
100,45,gemma-2-9b,0.53,0.77672607
100,45,llama3.1-405b,0.67,0.8592499
100,45,llama3.3-70b,0.63,0.83892846
100,45,mistral-large,0.68,0.85811895
100,45,qwen2.5-72b,0.6,0.79202384
100,46,Llama-3.1-8B,0.64,0.8235951
100,46,Llama-3.2-1B,0.41,0.6078452
100,46,Llama-3.2-3B,0.55,0.7726667
100,46,Qwen2.5-0.5B,0.18,0.45078576
100,46,Qwen2.5-1.5B,0.45,0.6436072
100,46,Qwen2.5-3B,0.56,0.7715237
100,46,Qwen2.5-7B,0.66,0.82396424
100,46,deepseek-v3,0.82,0.9298213
100,46,gemma-2-2b,0.57,0.77674997
100,46,gemma-2-9b,0.73,0.8449522
100,46,llama3.1-405b,0.74,0.8612856
100,46,llama3.3-70b,0.75,0.8970594
100,46,mistral-large,0.76,0.90645224
100,46,qwen2.5-72b,0.68,0.8024167
100,47,Llama-3.1-8B,0.62,0.8178692
100,47,Llama-3.2-1B,0.28,0.5107857
100,47,Llama-3.2-3B,0.49,0.7113096
100,47,Qwen2.5-0.5B,0.17,0.39576194
100,47,Qwen2.5-1.5B,0.35,0.5872023
100,47,Qwen2.5-3B,0.46,0.6860239
100,47,Qwen2.5-7B,0.65,0.8301192
100,47,deepseek-v3,0.74,0.89453566
100,47,gemma-2-2b,0.49,0.6941905
100,47,gemma-2-9b,0.65,0.8066071
100,47,llama3.1-405b,0.7,0.84410715
100,47,llama3.3-70b,0.69,0.8566072
100,47,mistral-large,0.74,0.897631
100,47,qwen2.5-72b,0.61,0.78570247
100,48,Llama-3.1-8B,0.52,0.74551183
100,48,Llama-3.2-1B,0.23,0.53707147
100,48,Llama-3.2-3B,0.49,0.73050004
100,48,Qwen2.5-0.5B,0.13,0.38421428
100,48,Qwen2.5-1.5B,0.34,0.5409167
100,48,Qwen2.5-3B,0.54,0.7505119
100,48,Qwen2.5-7B,0.65,0.84330946
100,48,deepseek-v3,0.77,0.92130953
100,48,gemma-2-2b,0.51,0.7557022
100,48,gemma-2-9b,0.55,0.7424762
100,48,llama3.1-405b,0.74,0.8804523
100,48,llama3.3-70b,0.7,0.85160697
100,48,mistral-large,0.72,0.8835476
100,48,qwen2.5-72b,0.67,0.82675
100,49,Llama-3.1-8B,0.63,0.8232142
100,49,Llama-3.2-1B,0.36,0.62347627
100,49,Llama-3.2-3B,0.51,0.7302382
100,49,Qwen2.5-0.5B,0.23,0.42820227
100,49,Qwen2.5-1.5B,0.41,0.6336667
100,49,Qwen2.5-3B,0.55,0.7772381
100,49,Qwen2.5-7B,0.66,0.8290119
100,49,deepseek-v3,0.77,0.89905953
100,49,gemma-2-2b,0.51,0.75317854
100,49,gemma-2-9b,0.66,0.8034761
100,49,llama3.1-405b,0.7,0.84173805
100,49,llama3.3-70b,0.75,0.90289277
100,49,mistral-large,0.72,0.88807136
100,49,qwen2.5-72b,0.7,0.82165474
250,0,Llama-3.1-8B,0.552,0.7708715
250,0,Llama-3.2-1B,0.236,0.5371476
250,0,Llama-3.2-3B,0.508,0.73464775
250,0,Qwen2.5-0.5B,0.16,0.3706429
250,0,Qwen2.5-1.5B,0.328,0.5515619
250,0,Qwen2.5-3B,0.528,0.74332386
250,0,Qwen2.5-7B,0.564,0.77645713
250,0,deepseek-v3,0.716,0.8879478
250,0,gemma-2-2b,0.464,0.7055856
250,0,gemma-2-9b,0.576,0.7804381
250,0,llama3.1-405b,0.664,0.8519192
250,0,llama3.3-70b,0.7,0.8687192
250,0,mistral-large,0.724,0.8793572
250,0,qwen2.5-72b,0.644,0.78598106
250,1,Llama-3.1-8B,0.58,0.7950191
250,1,Llama-3.2-1B,0.308,0.5460667
250,1,Llama-3.2-3B,0.508,0.74202865
250,1,Qwen2.5-0.5B,0.204,0.42884755
250,1,Qwen2.5-1.5B,0.368,0.6016714
250,1,Qwen2.5-3B,0.484,0.73492867
250,1,Qwen2.5-7B,0.6,0.8102429
250,1,deepseek-v3,0.808,0.9261572
250,1,gemma-2-2b,0.532,0.7349429
250,1,gemma-2-9b,0.604,0.7877905
250,1,llama3.1-405b,0.716,0.870881
250,1,llama3.3-70b,0.772,0.9092572
250,1,mistral-large,0.7,0.8850811
250,1,qwen2.5-72b,0.656,0.8223573
250,2,Llama-3.1-8B,0.604,0.8150575
250,2,Llama-3.2-1B,0.316,0.5414714
250,2,Llama-3.2-3B,0.544,0.7493239
250,2,Qwen2.5-0.5B,0.184,0.40017137
250,2,Qwen2.5-1.5B,0.344,0.581157
250,2,Qwen2.5-3B,0.548,0.74907637
250,2,Qwen2.5-7B,0.664,0.8297336
250,2,deepseek-v3,0.78,0.9228857
250,2,gemma-2-2b,0.536,0.74363357
250,2,gemma-2-9b,0.648,0.8167762
250,2,llama3.1-405b,0.712,0.8831477
250,2,llama3.3-70b,0.784,0.91711926
250,2,mistral-large,0.72,0.88820016
250,2,qwen2.5-72b,0.696,0.8289142
250,3,Llama-3.1-8B,0.596,0.8111762
250,3,Llama-3.2-1B,0.348,0.5951286
250,3,Llama-3.2-3B,0.536,0.7459763
250,3,Qwen2.5-0.5B,0.132,0.37233812
250,3,Qwen2.5-1.5B,0.324,0.5543333
250,3,Qwen2.5-3B,0.488,0.7160954
250,3,Qwen2.5-7B,0.628,0.82313335
250,3,deepseek-v3,0.788,0.9224096
250,3,gemma-2-2b,0.504,0.7422571
250,3,gemma-2-9b,0.612,0.7868097
250,3,llama3.1-405b,0.696,0.8610431
250,3,llama3.3-70b,0.768,0.9081048
250,3,mistral-large,0.76,0.91227645
250,3,qwen2.5-72b,0.644,0.80209523
250,4,Llama-3.1-8B,0.568,0.76336676
250,4,Llama-3.2-1B,0.268,0.5354811
250,4,Llama-3.2-3B,0.52,0.7375287
250,4,Qwen2.5-0.5B,0.204,0.4166571
250,4,Qwen2.5-1.5B,0.336,0.56378573
250,4,Qwen2.5-3B,0.488,0.7144429
250,4,Qwen2.5-7B,0.636,0.8242667
250,4,deepseek-v3,0.76,0.9048145
250,4,gemma-2-2b,0.496,0.72078586
250,4,gemma-2-9b,0.588,0.78607625
250,4,llama3.1-405b,0.708,0.86499053
250,4,llama3.3-70b,0.724,0.8916382
250,4,mistral-large,0.716,0.88995725
250,4,qwen2.5-72b,0.636,0.7931668
250,5,Llama-3.1-8B,0.596,0.8014333
250,5,Llama-3.2-1B,0.296,0.56756663
250,5,Llama-3.2-3B,0.532,0.75045246
250,5,Qwen2.5-0.5B,0.152,0.39136192
250,5,Qwen2.5-1.5B,0.296,0.5662904
250,5,Qwen2.5-3B,0.496,0.7215143
250,5,Qwen2.5-7B,0.624,0.799124
250,5,deepseek-v3,0.768,0.9224336
250,5,gemma-2-2b,0.496,0.73215723
250,5,gemma-2-9b,0.592,0.79256696
250,5,llama3.1-405b,0.704,0.85619074
250,5,llama3.3-70b,0.744,0.89014304
250,5,mistral-large,0.7,0.87554306
250,5,qwen2.5-72b,0.648,0.8118001
250,6,Llama-3.1-8B,0.588,0.7940095
250,6,Llama-3.2-1B,0.348,0.5978286
250,6,Llama-3.2-3B,0.532,0.7583667
250,6,Qwen2.5-0.5B,0.164,0.3747762
250,6,Qwen2.5-1.5B,0.324,0.5862857
250,6,Qwen2.5-3B,0.5,0.73363346
250,6,Qwen2.5-7B,0.596,0.8152239
250,6,deepseek-v3,0.78,0.92360955
250,6,gemma-2-2b,0.504,0.7424429
250,6,gemma-2-9b,0.668,0.8252999
250,6,llama3.1-405b,0.704,0.87469536
250,6,llama3.3-70b,0.708,0.8864334
250,6,mistral-large,0.732,0.9029334
250,6,qwen2.5-72b,0.648,0.81204283
250,7,Llama-3.1-8B,0.6,0.81435716
250,7,Llama-3.2-1B,0.28,0.58636653
250,7,Llama-3.2-3B,0.504,0.7589332
250,7,Qwen2.5-0.5B,0.124,0.3610047
250,7,Qwen2.5-1.5B,0.332,0.58001435
250,7,Qwen2.5-3B,0.424,0.6972428
250,7,Qwen2.5-7B,0.588,0.80256194
250,7,deepseek-v3,0.788,0.910343
250,7,gemma-2-2b,0.548,0.77269524
250,7,gemma-2-9b,0.596,0.802562
250,7,llama3.1-405b,0.692,0.86603814
250,7,llama3.3-70b,0.776,0.9140953
250,7,mistral-large,0.716,0.89267635
250,7,qwen2.5-72b,0.592,0.7669763
250,8,Llama-3.1-8B,0.604,0.81285256
250,8,Llama-3.2-1B,0.34,0.60797155
250,8,Llama-3.2-3B,0.512,0.762157
250,8,Qwen2.5-0.5B,0.188,0.40904284
250,8,Qwen2.5-1.5B,0.38,0.629581
250,8,Qwen2.5-3B,0.536,0.75901425
250,8,Qwen2.5-7B,0.644,0.82485723
250,8,deepseek-v3,0.772,0.90647626
250,8,gemma-2-2b,0.584,0.78752863
250,8,gemma-2-9b,0.612,0.8091906
250,8,llama3.1-405b,0.72,0.879043
250,8,llama3.3-70b,0.756,0.8922667
250,8,mistral-large,0.74,0.8952191
250,8,qwen2.5-72b,0.696,0.83132386
250,9,Llama-3.1-8B,0.632,0.8272333
250,9,Llama-3.2-1B,0.336,0.5821572
250,9,Llama-3.2-3B,0.536,0.7639381
250,9,Qwen2.5-0.5B,0.144,0.40601432
250,9,Qwen2.5-1.5B,0.368,0.5939858
250,9,Qwen2.5-3B,0.516,0.7277049
250,9,Qwen2.5-7B,0.632,0.82440484
250,9,deepseek-v3,0.784,0.9237286
250,9,gemma-2-2b,0.508,0.74188095
250,9,gemma-2-9b,0.58,0.8084095
250,9,llama3.1-405b,0.728,0.88549054
250,9,llama3.3-70b,0.712,0.8920001
250,9,mistral-large,0.704,0.88740003
250,9,qwen2.5-72b,0.636,0.80237144
250,10,Llama-3.1-8B,0.608,0.8198096
250,10,Llama-3.2-1B,0.292,0.5761668
250,10,Llama-3.2-3B,0.556,0.7505809
250,10,Qwen2.5-0.5B,0.14,0.37191436
250,10,Qwen2.5-1.5B,0.272,0.5703192
250,10,Qwen2.5-3B,0.536,0.7685953
250,10,Qwen2.5-7B,0.612,0.8299477
250,10,deepseek-v3,0.768,0.90982866
250,10,gemma-2-2b,0.548,0.7636382
250,10,gemma-2-9b,0.584,0.8042048
250,10,llama3.1-405b,0.692,0.8602382
250,10,llama3.3-70b,0.7,0.889543
250,10,mistral-large,0.72,0.8982335
250,10,qwen2.5-72b,0.64,0.8114858
250,11,Llama-3.1-8B,0.588,0.798424
250,11,Llama-3.2-1B,0.256,0.5564666
250,11,Llama-3.2-3B,0.492,0.7638954
250,11,Qwen2.5-0.5B,0.168,0.40677142
250,11,Qwen2.5-1.5B,0.352,0.6049952
250,11,Qwen2.5-3B,0.508,0.7553859
250,11,Qwen2.5-7B,0.596,0.81195253
250,11,deepseek-v3,0.752,0.9172954
250,11,gemma-2-2b,0.496,0.7610427
250,11,gemma-2-9b,0.628,0.8296572
250,11,llama3.1-405b,0.68,0.8627859
250,11,llama3.3-70b,0.712,0.89265245
250,11,mistral-large,0.696,0.88484776
250,11,qwen2.5-72b,0.66,0.8286763
250,12,Llama-3.1-8B,0.624,0.8055335
250,12,Llama-3.2-1B,0.296,0.5312573
250,12,Llama-3.2-3B,0.488,0.70195246
250,12,Qwen2.5-0.5B,0.148,0.3674619
250,12,Qwen2.5-1.5B,0.324,0.5426477
250,12,Qwen2.5-3B,0.496,0.6991714
250,12,Qwen2.5-7B,0.576,0.77332383
250,12,deepseek-v3,0.768,0.9115192
250,12,gemma-2-2b,0.556,0.7458525
250,12,gemma-2-9b,0.592,0.7705952
250,12,llama3.1-405b,0.668,0.83678585
250,12,llama3.3-70b,0.7,0.8617573
250,12,mistral-large,0.752,0.89604753
250,12,qwen2.5-72b,0.628,0.7796476
250,13,Llama-3.1-8B,0.604,0.7991189
250,13,Llama-3.2-1B,0.312,0.55940944
250,13,Llama-3.2-3B,0.544,0.74580956
250,13,Qwen2.5-0.5B,0.172,0.4031095
250,13,Qwen2.5-1.5B,0.36,0.5761763
250,13,Qwen2.5-3B,0.52,0.7526142
250,13,Qwen2.5-7B,0.672,0.8357571
250,13,deepseek-v3,0.796,0.9167096
250,13,gemma-2-2b,0.492,0.7311856
250,13,gemma-2-9b,0.596,0.78889054
250,13,llama3.1-405b,0.716,0.8663713
250,13,llama3.3-70b,0.72,0.88596666
250,13,mistral-large,0.744,0.89418554
250,13,qwen2.5-72b,0.664,0.8290905
250,14,Llama-3.1-8B,0.552,0.77633816
250,14,Llama-3.2-1B,0.276,0.56185716
250,14,Llama-3.2-3B,0.484,0.7275428
250,14,Qwen2.5-0.5B,0.14,0.3893
250,14,Qwen2.5-1.5B,0.268,0.5640714
250,14,Qwen2.5-3B,0.428,0.69412386
250,14,Qwen2.5-7B,0.616,0.8184524
250,14,deepseek-v3,0.736,0.9058764
250,14,gemma-2-2b,0.488,0.7260953
250,14,gemma-2-9b,0.596,0.7916238
250,14,llama3.1-405b,0.68,0.84540004
250,14,llama3.3-70b,0.724,0.8813239
250,14,mistral-large,0.724,0.8966954
250,14,qwen2.5-72b,0.632,0.80573344
250,15,Llama-3.1-8B,0.552,0.7857906
250,15,Llama-3.2-1B,0.312,0.53597146
250,15,Llama-3.2-3B,0.52,0.7521478
250,15,Qwen2.5-0.5B,0.14,0.36789995
250,15,Qwen2.5-1.5B,0.308,0.57082385
250,15,Qwen2.5-3B,0.532,0.7538714
250,15,Qwen2.5-7B,0.612,0.812524
250,15,deepseek-v3,0.792,0.92303824
250,15,gemma-2-2b,0.496,0.73107624
250,15,gemma-2-9b,0.616,0.8055764
250,15,llama3.1-405b,0.684,0.86002874
250,15,llama3.3-70b,0.756,0.9022572
250,15,mistral-large,0.728,0.8923334
250,15,qwen2.5-72b,0.688,0.84043336
250,16,Llama-3.1-8B,0.552,0.79515254
250,16,Llama-3.2-1B,0.324,0.5786858
250,16,Llama-3.2-3B,0.5,0.7663811
250,16,Qwen2.5-0.5B,0.136,0.380019
250,16,Qwen2.5-1.5B,0.308,0.57790005
250,16,Qwen2.5-3B,0.468,0.7329621
250,16,Qwen2.5-7B,0.588,0.8206003
250,16,deepseek-v3,0.708,0.89350015
250,16,gemma-2-2b,0.484,0.7420384
250,16,gemma-2-9b,0.56,0.79232395
250,16,llama3.1-405b,0.668,0.86097634
250,16,llama3.3-70b,0.696,0.871605
250,16,mistral-large,0.688,0.86915255
250,16,qwen2.5-72b,0.636,0.8187002
250,17,Llama-3.1-8B,0.604,0.8169191
250,17,Llama-3.2-1B,0.304,0.5687714
250,17,Llama-3.2-3B,0.52,0.7616286
250,17,Qwen2.5-0.5B,0.144,0.40428558
250,17,Qwen2.5-1.5B,0.328,0.59566665
250,17,Qwen2.5-3B,0.524,0.7606572
250,17,Qwen2.5-7B,0.616,0.8135524
250,17,deepseek-v3,0.732,0.91169524
250,17,gemma-2-2b,0.504,0.76101416
250,17,gemma-2-9b,0.588,0.80950004
250,17,llama3.1-405b,0.724,0.8986762
250,17,llama3.3-70b,0.728,0.8963857
250,17,mistral-large,0.704,0.8909572
250,17,qwen2.5-72b,0.644,0.8298619
250,18,Llama-3.1-8B,0.592,0.81066173
250,18,Llama-3.2-1B,0.36,0.5899476
250,18,Llama-3.2-3B,0.54,0.767519
250,18,Qwen2.5-0.5B,0.184,0.4270666
250,18,Qwen2.5-1.5B,0.352,0.6129905
250,18,Qwen2.5-3B,0.52,0.7573476
250,18,Qwen2.5-7B,0.656,0.835181
250,18,deepseek-v3,0.788,0.93099064
250,18,gemma-2-2b,0.588,0.79355234
250,18,gemma-2-9b,0.644,0.8263333
250,18,llama3.1-405b,0.712,0.8773238
250,18,llama3.3-70b,0.776,0.91185224
250,18,mistral-large,0.752,0.90754765
250,18,qwen2.5-72b,0.672,0.83041435
250,19,Llama-3.1-8B,0.564,0.78727144
250,19,Llama-3.2-1B,0.32,0.5725904
250,19,Llama-3.2-3B,0.524,0.75554746
250,19,Qwen2.5-0.5B,0.156,0.40747148
250,19,Qwen2.5-1.5B,0.312,0.5816047
250,19,Qwen2.5-3B,0.52,0.73303795
250,19,Qwen2.5-7B,0.616,0.81171894
250,19,deepseek-v3,0.784,0.9190859
250,19,gemma-2-2b,0.572,0.7679905
250,19,gemma-2-9b,0.632,0.8051859
250,19,llama3.1-405b,0.644,0.8298573
250,19,llama3.3-70b,0.732,0.88429064
250,19,mistral-large,0.68,0.8736669
250,19,qwen2.5-72b,0.64,0.79974294
250,20,Llama-3.1-8B,0.596,0.80038095
250,20,Llama-3.2-1B,0.34,0.5882619
250,20,Llama-3.2-3B,0.5,0.7405525
250,20,Qwen2.5-0.5B,0.18,0.40296188
250,20,Qwen2.5-1.5B,0.336,0.58865714
250,20,Qwen2.5-3B,0.516,0.7500906
250,20,Qwen2.5-7B,0.6,0.8028141
250,20,deepseek-v3,0.796,0.9202668
250,20,gemma-2-2b,0.516,0.77013814
250,20,gemma-2-9b,0.588,0.80180955
250,20,llama3.1-405b,0.716,0.86530966
250,20,llama3.3-70b,0.7,0.874381
250,20,mistral-large,0.708,0.8842049
250,20,qwen2.5-72b,0.656,0.82295233
250,21,Llama-3.1-8B,0.6,0.8162525
250,21,Llama-3.2-1B,0.344,0.59629047
250,21,Llama-3.2-3B,0.512,0.76117635
250,21,Qwen2.5-0.5B,0.168,0.40809053
250,21,Qwen2.5-1.5B,0.36,0.6301001
250,21,Qwen2.5-3B,0.528,0.75724775
250,21,Qwen2.5-7B,0.664,0.83712405
250,21,deepseek-v3,0.8,0.92614305
250,21,gemma-2-2b,0.54,0.7669333
250,21,gemma-2-9b,0.652,0.83555704
250,21,llama3.1-405b,0.716,0.8778525
250,21,llama3.3-70b,0.744,0.8924571
250,21,mistral-large,0.72,0.89424306
250,21,qwen2.5-72b,0.62,0.81229544
250,22,Llama-3.1-8B,0.62,0.7961144
250,22,Llama-3.2-1B,0.352,0.603062
250,22,Llama-3.2-3B,0.548,0.7559666
250,22,Qwen2.5-0.5B,0.144,0.38246185
250,22,Qwen2.5-1.5B,0.328,0.55632377
250,22,Qwen2.5-3B,0.532,0.7302097
250,22,Qwen2.5-7B,0.672,0.83919525
250,22,deepseek-v3,0.84,0.93624294
250,22,gemma-2-2b,0.536,0.7131905
250,22,gemma-2-9b,0.624,0.7884572
250,22,llama3.1-405b,0.728,0.8657382
250,22,llama3.3-70b,0.756,0.90172863
250,22,mistral-large,0.816,0.9248668
250,22,qwen2.5-72b,0.656,0.7952906
250,23,Llama-3.1-8B,0.596,0.7828001
250,23,Llama-3.2-1B,0.336,0.5604618
250,23,Llama-3.2-3B,0.54,0.73375237
250,23,Qwen2.5-0.5B,0.168,0.3932858
250,23,Qwen2.5-1.5B,0.36,0.58274764
250,23,Qwen2.5-3B,0.476,0.69429994
250,23,Qwen2.5-7B,0.596,0.7959238
250,23,deepseek-v3,0.78,0.9079095
250,23,gemma-2-2b,0.46,0.7030333
250,23,gemma-2-9b,0.612,0.7999525
250,23,llama3.1-405b,0.688,0.82770956
250,23,llama3.3-70b,0.7,0.8729667
250,23,mistral-large,0.712,0.8735096
250,23,qwen2.5-72b,0.652,0.7906858
250,24,Llama-3.1-8B,0.576,0.7876048
250,24,Llama-3.2-1B,0.32,0.5720428
250,24,Llama-3.2-3B,0.508,0.7285668
250,24,Qwen2.5-0.5B,0.144,0.39324757
250,24,Qwen2.5-1.5B,0.312,0.56450486
250,24,Qwen2.5-3B,0.512,0.71521914
250,24,Qwen2.5-7B,0.628,0.8070097
250,24,deepseek-v3,0.768,0.90390956
250,24,gemma-2-2b,0.488,0.7122574
250,24,gemma-2-9b,0.556,0.7605715
250,24,llama3.1-405b,0.664,0.8548431
250,24,llama3.3-70b,0.732,0.8805811
250,24,mistral-large,0.748,0.8927906
250,24,qwen2.5-72b,0.624,0.7811619
250,25,Llama-3.1-8B,0.576,0.7877525
250,25,Llama-3.2-1B,0.292,0.56478566
250,25,Llama-3.2-3B,0.492,0.72057647
250,25,Qwen2.5-0.5B,0.148,0.37349996
250,25,Qwen2.5-1.5B,0.32,0.55405235
250,25,Qwen2.5-3B,0.492,0.7150524
250,25,Qwen2.5-7B,0.584,0.7785524
250,25,deepseek-v3,0.772,0.90744305
250,25,gemma-2-2b,0.496,0.7171191
250,25,gemma-2-9b,0.62,0.8020334
250,25,llama3.1-405b,0.684,0.85426676
250,25,llama3.3-70b,0.712,0.8868859
250,25,mistral-large,0.728,0.88438594
250,25,qwen2.5-72b,0.652,0.80681443
250,26,Llama-3.1-8B,0.568,0.80705726
250,26,Llama-3.2-1B,0.3,0.5664715
250,26,Llama-3.2-3B,0.512,0.7489239
250,26,Qwen2.5-0.5B,0.136,0.36087146
250,26,Qwen2.5-1.5B,0.288,0.554362
250,26,Qwen2.5-3B,0.496,0.73892874
250,26,Qwen2.5-7B,0.556,0.77939534
250,26,deepseek-v3,0.756,0.9084619
250,26,gemma-2-2b,0.488,0.72510976
250,26,gemma-2-9b,0.572,0.7971669
250,26,llama3.1-405b,0.64,0.83820486
250,26,llama3.3-70b,0.7,0.8731382
250,26,mistral-large,0.676,0.87609535
250,26,qwen2.5-72b,0.588,0.78143346
250,27,Llama-3.1-8B,0.592,0.8100572
250,27,Llama-3.2-1B,0.312,0.57635725
250,27,Llama-3.2-3B,0.512,0.765862
250,27,Qwen2.5-0.5B,0.128,0.39307147
250,27,Qwen2.5-1.5B,0.344,0.59279996
250,27,Qwen2.5-3B,0.512,0.749062
250,27,Qwen2.5-7B,0.644,0.83583814
250,27,deepseek-v3,0.756,0.9088572
250,27,gemma-2-2b,0.512,0.75134295
250,27,gemma-2-9b,0.62,0.81081426
250,27,llama3.1-405b,0.708,0.8628857
250,27,llama3.3-70b,0.748,0.89812857
250,27,mistral-large,0.74,0.89571446
250,27,qwen2.5-72b,0.656,0.8094666
250,28,Llama-3.1-8B,0.564,0.78310007
250,28,Llama-3.2-1B,0.34,0.5654477
250,28,Llama-3.2-3B,0.488,0.7309001
250,28,Qwen2.5-0.5B,0.172,0.43349996
250,28,Qwen2.5-1.5B,0.344,0.5758381
250,28,Qwen2.5-3B,0.484,0.7217334
250,28,Qwen2.5-7B,0.624,0.828043
250,28,deepseek-v3,0.728,0.89784294
250,28,gemma-2-2b,0.504,0.7255143
250,28,gemma-2-9b,0.588,0.7975859
250,28,llama3.1-405b,0.66,0.8530525
250,28,llama3.3-70b,0.68,0.8739525
250,28,mistral-large,0.708,0.8759383
250,28,qwen2.5-72b,0.612,0.8077048
250,29,Llama-3.1-8B,0.648,0.82878095
250,29,Llama-3.2-1B,0.32,0.5768332
250,29,Llama-3.2-3B,0.592,0.7772715
250,29,Qwen2.5-0.5B,0.14,0.39079523
250,29,Qwen2.5-1.5B,0.316,0.55362856
250,29,Qwen2.5-3B,0.484,0.72679037
250,29,Qwen2.5-7B,0.644,0.8290523
250,29,deepseek-v3,0.792,0.93017626
250,29,gemma-2-2b,0.52,0.7480142
250,29,gemma-2-9b,0.66,0.837
250,29,llama3.1-405b,0.724,0.87016666
250,29,llama3.3-70b,0.764,0.91335243
250,29,mistral-large,0.772,0.9099905
250,29,qwen2.5-72b,0.68,0.8300808
250,30,Llama-3.1-8B,0.548,0.78903824
250,30,Llama-3.2-1B,0.296,0.54264766
250,30,Llama-3.2-3B,0.544,0.7597143
250,30,Qwen2.5-0.5B,0.16,0.41303337
250,30,Qwen2.5-1.5B,0.348,0.6124095
250,30,Qwen2.5-3B,0.548,0.76249045
250,30,Qwen2.5-7B,0.624,0.82622385
250,30,deepseek-v3,0.78,0.9243953
250,30,gemma-2-2b,0.52,0.7598668
250,30,gemma-2-9b,0.628,0.81682867
250,30,llama3.1-405b,0.712,0.8539523
250,30,llama3.3-70b,0.756,0.9113953
250,30,mistral-large,0.74,0.9035668
250,30,qwen2.5-72b,0.664,0.82686186
250,31,Llama-3.1-8B,0.628,0.81998575
250,31,Llama-3.2-1B,0.296,0.5548762
250,31,Llama-3.2-3B,0.564,0.78440005
250,31,Qwen2.5-0.5B,0.156,0.39341438
250,31,Qwen2.5-1.5B,0.336,0.58220005
250,31,Qwen2.5-3B,0.532,0.73915243
250,31,Qwen2.5-7B,0.64,0.83931917
250,31,deepseek-v3,0.756,0.91245246
250,31,gemma-2-2b,0.568,0.76583344
250,31,gemma-2-9b,0.68,0.8488954
250,31,llama3.1-405b,0.672,0.84789526
250,31,llama3.3-70b,0.732,0.88926667
250,31,mistral-large,0.744,0.897643
250,31,qwen2.5-72b,0.676,0.8402953
250,32,Llama-3.1-8B,0.532,0.7804572
250,32,Llama-3.2-1B,0.292,0.5685382
250,32,Llama-3.2-3B,0.5,0.74594295
250,32,Qwen2.5-0.5B,0.164,0.38865712
250,32,Qwen2.5-1.5B,0.312,0.5498286
250,32,Qwen2.5-3B,0.492,0.7221383
250,32,Qwen2.5-7B,0.584,0.810781
250,32,deepseek-v3,0.752,0.9126715
250,32,gemma-2-2b,0.488,0.7316905
250,32,gemma-2-9b,0.596,0.8100001
250,32,llama3.1-405b,0.672,0.8462096
250,32,llama3.3-70b,0.692,0.88845736
250,32,mistral-large,0.7,0.880081
250,32,qwen2.5-72b,0.592,0.77617145
250,33,Llama-3.1-8B,0.536,0.7718477
